,Studio,animators,artists,binary_rating,budget,directors,directors_score,gross,music,num_animators,num_artists,num_crew,num_directors,num_music,num_producers,num_ratings,num_visual,num_visual_fx,num_writers,producers,producers_score,profit,rating,ratio,title,visual_fx,writers,writers_score,writersproducers_score,year
18,Sunbow Productions,"[ Takashi Abe
,  Yongkwan Ahn
,  Koichi Arai
,  Alvaro Arce
,  Ki-Yong Bae
,  Sam-Bong Baik
,  Sungsoo Bang
,  Grigor Boyadjiev
,  Kristine Brown
,  Brad Case
,  Joan Case
,  Eryung Cha
,  Huisup Chang
,  Gerry Chiniquy
,  Hangduk Cho
,  Gwi Don Choi
,  Mark Christiansen
,  Changyul Chung
,  Youngsik Chung
,  Kurt Conner
,  Virginia Creamer
,  Pierre DeCelles
,  Lou Dellarosa
,  Liane Douglas
,  Chuck Downs
,  Robin Draper
,  Dennis Durrell
,  Tomoko Eritate
,  Bill Exter
,  Mike Fallows
,  Manshû Fujiwara
,  Han Sun Geun
,  Myrna Gibbs
,  Marta Glodkowska
,  Milton Gray
,  Hideki Hamazu
,  Bong Hee Han
,  Park Heesun
,  Hyeon-jeong Heo
,  Chiaki Hirao
,  Mike Hodgson
,  Chingsung Hong
,  Jaeho Hong
,  Sung-Il Hong
,  Paro Hozumi
,  Bill Hudson
,  Michael Humphries
,  Ji Hyun Hwang
,  Dong-cheon Jang
,  Nam-soo Jang
,  Su-yong Jeong
,  Ray Johnson Jr.
,  Debra Jorgensborg
,  Paul Julian
,  Michihiro Kaneyama
,  Sandy Kennedy
,  Eul-sung Kim
,  Inyoung Kim
,  Jooin Kim
,  Joon Bok Kim
,  Junggon Kim
,  Nakjong Kim
,  Songhwan Kim
,  Songpil Kim
,  Sunyoung Kim
,  Tayk Kim
,  Yong-bok Kim
,  Youngku Kim
,  Bob Kirk
,  Sandra Kumashiro
,  Oh-Sung Kwon
,  Bok-hui Lee
,  Choon Young Lee
,  Dong Hyun Lee
,  Gun Sul Lee
,  Hyun Sik Lee
,  Jaeho Lee
,  Ji-sun Lee
,  Ray Lee
,  Shiwoo Lee
,  Sin-suk Lee
,  Sungki Lee
,  Won-Gok Lee
,  Yoonki Lee
,  Young-Sun Lee
,  Youngkil Lee
,  Dae-Seong Lim
,  Akinori Matsubara
,  Celeste McDonald-Perry
,  Hak Soo Mok
,  Park Sang Mok
,  Byun Kang Moon
,  Dae Sik Moon
,  Han Myung Kook
,  Tatsuhiro Nagaki
,  Koji Nashizawa
,  Margaret Nichols
,  Lynette Nuding
,  Han-Gil Oh
,  Heungsun Oh
, ...]","[ Peter Alvarado
,  Barry Caldwell
,  Vanessa Coffey
,  Corny Cole
,  Kurt Conner
,  Pamela Easter
,  Holly Forsyth
,  Adrian Gonzales
,  Glen Hill
,  Boyd Kirkland
,  Debra Pugh
,  Lenord Robinson
,  Glenn V. Vilppu
,  Frans Vischer
,  Wendell Washer
]",0.0,0.0,"[ Mike Joens
]",1,5.958456,"[ William Ashford
,  Dave Cohen
,  Peter Collier
,  Ron Fedele
,  Tommy Goodman
,  Terry Jennings
,  Ford Kinder
,  Don McGinnis
,  Spencer Michlin
,  Mark Shiney
,  Tony Studd
]",138,15,241,1,11,6,2063,139.0,1,0,"[ Jay Bacal
,  Jules Bacal
,  Tom Griffin
,  Lee Gunther
,  Mike Joens
,  Margaret Loesch
]",21,5.958456,5.9,0.00724637681159,My Little Pony: The Movie  ,"[ Yu-seong Lee
]",[],0,21,1986
19,None,[],[],0.0,0.0,[],0,0.0,[],0,0,0,0,0,0,15,0.0,0,0,[],0,0.0,7.2,0.0,Porwanie w Tiutiurlistanie  ,[],[],0,0,1986
20,ARTMIC Studios,"[ Hideaki Anno
,  Hiromi Anzai
,  Fujiko Aoyagi
,  Chieko Etô
,  Koichi Fukuda
,  Yoshiharu Fukushima
,  Hiroyuki Hoshiyama
,  Chieko Ido
,  Miyoko Ishiwata
,  Ichirô Itano
,  Kôji Itô
,  Shinobu Iwanaga
,  Narumi Kakinouchi
,  Taikei Kitamura
,  Tomonori Kogawa
,  Masayuki Kubota
,  Shôichi Masuo
,  Haruhiko Mikimoto
,  Hatsuki Miyazaki
,  Sadami Morikawa
,  Yasuhito Murata
,  Masumi Nishikawa
,  Toyohiko Sakakibara
,  Mitsuko Seki
,  Yoshiko Shimura
,  Mitsuto Sugi
,  Masao Tsutsumi
]","[ Toshihiro Hirano
,  Noboru Ishiguro
,  Paul S. Power
,  Yasuomi Umetsu
]",0.0,0.0,"[ Noboru Ishiguro
,  Carl Macek
]",3,0.0,"[ George Bours
,  Steve Gursky
,  Ulpio Minucci
,  Arlon Ober
,  Christopher L. Stone
,  Thomas A. White
]",27,4,85,2,6,4,293,28.0,1,4,"[ Ahmed Agrama
,  Frank Agrama
,  Jehan Agrama
,  Tôru Miura
]",13,0.0,6.4,0.037037037037,Robotech: The Movie  ,"[ Toyohiko Sakakibara
]","[ Carl Macek
,  Ardwight Chamberlain
,  Steve Kramer
,  Hiroyuki Hoshiyama
]",12,25,1986
21,Hiromedia Co. Ltd.,"[ Kazuhiko Aida
,  Hidehiko Bessho
,  Tamami Bessho
,  Hiromi Fujita
,  Kazuhiko Fujita
,  Hiromichi Hoshino
,  Kimiko Hoshino
,  Yutaka Idei
,  Tomoya Iida
,  Tsuyoshi Ishii
,  Yoshiko Ishikawa
,  Takako Ito
,  Noriko Kazui
,  Sanae Kobayashi
,  Azusa Kodama
,  Hitomi Koromogawa
,  Watako Kudô
,  Hiroshi Kôjina
,  Yôko Masuda
,  Misako Matsuba
,  Akiko Matsumoto
,  Yasuyuki Matsumura
,  Hiromi Matsushita
,  Yoshifumi Miyaji
,  Yasuhiro Moriki
,  Miyako Morita
,  Kazuko Naitô
,  Kayoko Nishi
,  Hideaki Nishikawa
,  Hiroko Noda
,  Kuniharu Okano
,  Takuzô Saitô
,  Chikako Sakamoto
,  Tamiko Sakuragi
,  Satoi Suzuki
,  Makoto Takagi
,  Makoto Takahashi
,  Hiroshi Takeuchi
,  Setsuko Tanaka
,  Naoko Tobe
,  Emiko Uesugi
,  Kôichi Wada
,  Misa Watanabe
,  Hiroo Yamamoto
,  Noriyasu Yamauchi
,  Sumio Yamazaki
,  Yôko Yoshida
]","[ Katsumi Endô
,  Yuri Hirokawa
,  Tadashi Katayama
,  Naoyuki Kato
]",0.0,0.0,[],0,0.0,"[ Goichi Misumi
]",47,4,75,0,1,6,42,47.0,0,1,"[ Toyoo Ashida
,  Masayuki Miyashita
,  John O'Donnell
,  Hiromasa Shibazaki
,  Kiyoshi Shoji
,  Masaharu Takayama
]",14,0.0,4.6,0.0,Roots Search  ,[],"[ Michiru Shimada
]",1,15,1986
22,Filmation Associates,[],[],1.0,0.0,"[ Bob Arkwright
,  Lou Kachivas
,  Ernie Schmidt
,  Gwen Wetzler
]",4,0.0,[],0,0,4,4,0,0,15,0.0,0,0,[],0,0.0,8.3,0.0,Skeletor's Revenge  ,[],[],0,0,1986
23,None,"[ Larry Jordan
]",[],1.0,0.0,[],0,0.0,[],1,0,2,0,0,1,13,1.0,0,0,"[ Larry Jordan
]",1,0.0,7.7,0.0,Sophie's Place  ,[],[],0,1,1986
24,Sunbow Productions,"[ Hitoshi Abe
,  Pat Agnasin
,  Ryuji Ajiri
,  Yoshiharu Azuma
,  Nam-yeol Baek
,  Del Barras
,  Kristine Brown
,  Dario Campanile
,  Fred Carrillo
,  Phyllis Craig
,  Virginia Creamer
,  Eufronio R. Cruz
,  Hiroaki Daichi
,  Liane Douglas
,  Robin Draper
,  Kazuo Ebisawa
,  Akihiro Enomoto
,  Romeo Francisco
,  John Freeman
,  Yoshimitsu Fujitaka
,  Koichi Fukuda
,  Tomoko Fukui
,  Junko Furuya
,  Myrna Gibbs
,  Marta Glodkowska
,  Ernie Guanlao
,  Teruo Hattori
,  Kazuo Hayashi
,  Shigeru Hayashi
,  Gabriel Hoyos
,  Bill Hudson
,  Takashi Hyôdô
,  Reiko Igarashi
,  Takehiro Iima
,  Yoshinobu Ineno
,  Mihoko Irie
,  Mario Ishiyama
,  Masao Itô
,  Debra Jorgensborg
,  Takahiro Kagami
,  Yoshinori Kanemori
,  Sandy Kennedy
,  Kazuo Kinugasa
,  Kazuya Komai
,  Hiroshi Kosakai
,  Yoshitaka Koyama
,  Baik Seung Kyun
,  Shigeo Matoba
,  Bob Matz
,  Norm McCabe
,  Yoshito Miki
,  Yôichi Mitsui
,  Gerald Moeller
,  Toshio Mori
,  Tomoe Morimoto
,  Kôzô Morishita
,  Hiroshi Morita
,  Shigeru Murakami
,  Kuniko Murata
,  Shigenobu Nagasaki
,  Takako Nakamura
,  Kazunori Nakazawa
,  Margaret Nichols
,  Kazuhiro Ochi
,  Masatoyo Ogura
,  Kei Okazaki
,  Lew Ott
,  Hannah Powell
,  Rico Rival
,  Harriette Rossall
,  Takao Sakano
,  Toshikatsu Sanuki
,  Nobuyoshi Sasakado
,  Akira Satô
,  Takao Sawada
,  Robert Schaefer
,  Mike Sekowsky
,  Heidi Shellhorn
,  Tadami Shimokawa
,  Masanori Shino
,  Mary Ann Steward
,  Ryûichi Sugimoto
,  Kiyomi Sugita
,  Akira Sugiura
,  Shizuo Tanaka
,  Romeo Tanghal
,  Britt Teegarden
,  Kiyomitsu Tsuji
,  Kôichi Tsunoda
,  Satoshi Urushihara
,  Toshikazu Usami
,  Yasuyoshi Uwai
,  Britt Van der Nagel
,  Jun Watanabe
,  Tadashi Yahata
,  Miyo Yamada
,  Satoshi Yamaguchi
,  Shigeyasu Yamauchi
,  Ryôkichi Yoshizawa
,  Masahiko Ôkura
]","[ Del Barras
,  Peter Chung
,  Floro Dery
,  Jim Gomez
,  Ernie Guanlao
,  Su-yong Jeong
,  Jooin Kim
,  Doug Lefler
,  Randall Ng
,  Jeong-hwan Oh
,  Si Ok Park
,  Rico Rival
,  David Shin
,  Sang Il Sim
,  Romeo Tanghal
]",0.0,6.0,[],0,5.849647,"[ Charles Calello
,  Peter Collier
,  Vince DiCola
,  Ed Fruge
,  Robert Mayer
,  Tony Papa
,  Spencer Proffer
,  Robert Randles
,  Mark Shiney
,  Casey Young
]",100,15,259,0,10,8,32691,100.0,0,1,"[ Jay Bacal
,  Jules Bacal
,  Masaharu Etô
,  Tomoo Fukumoto
,  Tom Griffin
,  Lee Gunther
,  Margaret Loesch
,  Nelson Shin
]",29,-0.150353,7.3,0.0,The Transformers: The Movie  ,[],"[ Ron Friedman
]",2,31,1986
25,Swan Film Production A/S,"[ Jette Aagaard
,  Sidse Andersen
,  Vibeke Andersen
,  Kim Annweiler
,  Lone Bartholdy
,  Morten Bartholdy
,  Ole Bidstrup
,  Nancy Carrig
,  Jan Christensen
,  Marianne Brix Clausen
,  Maria Mac Dalland
,  Casper C. de Kiefte
,  Stina Dolleris
,  Mette Fenger
,  Thomas Fenger
,  Stefan Fjeldmark
,  Ane Geertsen
,  Daniel Goldenberg
,  Jørgen Flemming Gustawa
,  Annika Göran
,  Michael Helmuth Hansen
,  Hans Henrik Hattesen
,  Peter Hausner
,  Karsten Heising
,  Karin Hjort
,  Karen Humpage
,  Søren Håkansson
,  Gary Jefferson
,  Kim Hagen Jensen
,  Tinna Jespersen
,  Helen Juul Juhl
,  Inge Jørgensen
,  Karen Borch Jørgensen
,  Karsten Kiilerich
,  Merete Kiilerich
,  Anja Kirkeby
,  Helene Kromann
,  Tine Kruhøffer
,  Tomas S. Landgreen
,  Søren Larsen
,  Jørgen Lerdam
,  Ingo Milton
,  Bent Nielsen
,  Dina Gellert Nielsen
,  Henning Nielsen
,  Margrethe Nielsen
,  Nana Vested Olesen
,  Balder Olrik
,  Christina Cyrill Olsen
,  Hans Perk
,  Andreas Pihl
,  Lars Pindal
,  Martin Poulsen
,  Niels Rasmussen
,  Simon Riedel
,  Børge Ring
,  William Savarese
,  Keld Schumacher
,  Ulrik Sieverts
,  Asta Sigurdardóttir
,  Finn Skovgaard
,  Kirsten Skytte
,  Flemming Sørensen
,  Rigmor Tokerød
,  Søren Tomas
,  Lise Urwald
,  Allan Waltersdorff
,  Nana Wiehe
,  Julie Winding
]","[ Ida Balslev-Olesen
,  Helen Juul Juhl
,  Peter Madsen
,  Stine Terp
]",0.0,5.6,"[ Jeffrey James Varab
]",1,0.0,"[ Ron Goodwin
,  Rod Howick
,  Niels Erik Lund
,  Børge Ring
]",69,4,187,1,4,6,1544,77.0,8,8,"[ Michael Andreasen
,  Vagn Bremerskov
,  Anders Mastrup
,  Frank Schmidt
,  Bent Fabricius-Bjerre
,  Palle Fogtdal
]",10,-5.6,7.4,0.115942028986,Valhalla  ,"[ Claus Bjerre
,  Michael di Biase
,  Thorbjørn Fridahl
,  Karin Hjort
,  Lone Serine Jensen
,  Franciska Munck
,  Jørn Erland Nielsen
,  Stig Nielsen
]","[ Søren Håkansson
,  Henning Kure
,  Henning Kure
,  Peter Madsen
,  Peter Madsen
,  Hans Rancke-Madsen
,  Niels Søndergaard
,  Per Vadmand
]",12,22,1986
26,Meltdown Productions,"[ Mike Adams
,  Beckie Ailin
,  Julie Allan
,  Alexy Allen
,  Francesca Allen
,  Margot Allen
,  Jose Amoros-Sanz
,  Lynne Anderson
,  Bob Angelini
,  Janine Arthy
,  Karen Ashtley
,  Alison Atkins
,  Hilary Audus
,  Alina Bailey
,  Lynn Bailey
,  Jonathan Baristow
,  Marcus Baron
,  Braulio Barria
,  Tom Beggs
,  Guner Behich
,  John Bennett
,  Stella Benson
,  Claire Bisiker
,  Sarah Bloomberg
,  Angela Bristow
,  Guy Brockett
,  Jill Brooks
,  Robert Brown
,  Errol Bryant
,  Sally Burden
,  Briony Catling
,  Sharon Cawdery
,  Maggie Clarke
,  Alice Clayton
,  Vanessa Clegg
,  Chris Coates
,  Wendy Cohen
,  Caroline Cole
,  Jon Collier
,  Isabel Corbett
,  Christine Courtney
,  Martin Crawley
,  Penny Crowther
,  Colin Cruise
,  Louisa Cuff
,  Ginny D'Santos
,  Erica Darby
,  Graham Davies
,  Karen Davies
,  Christine Dawe
,  Pauline De Witt
,  Vivienne Dempsey
,  Paul Dilworth
,  Paul Donnellon
,  Muriel Douglas
,  Malcolm Draper
,  Tony Ealey
,  Joe Ekers
,  Wendi Ellis
,  Annie Elvin
,  Lucy Elvin
,  Ron Erickson
,  Carlina Eskenazi
,  S. Barria Eskenazi
,  Debbie Evans
,  Margaret Evans
,  Steve Evans
,  Sue Evans
,  Susan Evans
,  Greer Eve
,  Philip Eyles
,  James Farrington
,  Richard Fawdry
,  Lys Flowerday
,  Les Fogg
,  Angus Foxley
,  Joan Freestone
,  Matthew Freeth
,  Jenna Fridye
,  Michael Gabriel
,  Melinda Gebbie
,  Julian Gibbs
,  Denis Gilpin
,  Janet Gilpin
,  Julian Gilpin
,  Ofelia Gilpin
,  Marianne Goldner
,  Michael Goldwing
,  Ivon Goodrum
,  Taylor Grant
,  Ron Greaves
,  Alan Green
,  Nicola Gregory
,  Keith Greig
,  Tim Grey
,  Ceri Griffin
,  Angella Griffiths
,  Natasha Gross
,  Tony Guy
,  Auguste Haboush
, ...]","[ Joan Ashworth
,  Alice Clayton
,  Richard Fawdry
,  Len George
,  Michael Heywood
,  Jimmy T. Murakami
,  Richard Nye
]",1.0,0.0,[],0,0.0,"[ Paul Carrack
,  Tristram Cary
,  Mel Collins
,  Phil Collins
,  Nick Glennie-Smith
,  John Gordon
,  Matt Irving
,  Freddie Krc
,  John Linwood
,  Colin Lyon
,  Jay Stapley
,  Clare Torry
,  Ray Williams
,  Greg Fulginiti
]",256,7,348,0,14,2,7517,268.0,12,2,"[ John Coates
,  Iain Harvey
]",5,0.0,7.8,0.046875,When the Wind Blows  ,"[ David Ball
,  Graham Bebbington
,  Errol Bryant
,  Mick Crane
,  Martin Howard
,  Colin Hughes
,  Sajid Jawad
,  Dave King
,  Tony Long
,  Shelley McIntosh
,  Rick Waller
,  Stephen Weston
]","[ Raymond Briggs
,  Raymond Briggs
]",4,9,1986
27,Zwanz,"[ José Abel
,  Catherine Augerot
,  Alan Ball
,  Beatrice Bargentini
,  Marie Beaunom
,  Moncef Ben Mabrouk
,  Marc Bertin
,  Gisèle Bonnin
,  Laurence Bonnin
,  Christian Bordes
,  Véronique Brechau
,  Søren Brink
,  Nic Broca
,  Ania Brodowska
,  Arthur Butten
,  Claire Cantenot
,  Betty Ceusters
,  Jacqueline Chalmeau
,  Luc Chamberland
,  Jean-Pierre Chapelle
,  Patrick Cohen
,  Claude Conrad
,  Simone Conrad
,  Sandrine De Clinner
,  Bertrand de la Peine
,  Cécile de la Peine
,  Judith De Neyer
,  Pierre Delestrade
,  Marie-Christine Demeure
,  Hélène Deptula
,  Laurence Desmartins
,  Jean Desrosiers
,  Sabine Dewez
,  Helene Dockes
,  Georges Domenech
,  Chahide Doukali
,  Mathias Drexel
,  Julie Dubart
,  Evelyne Dubuc
,  Fabienne Duthu
,  Marie-Claire Dutoy
,  Christine Ergot
,  Pierre Estable
,  Guy Faisien
,  Hak Ficq
,  Jacqueline Furno
,  Cécile Futu Tangu
,  Jacqueline Gelot
,  Marie-Christine Georges
,  Françoise Gillot
,  Claire Gobert
,  Florence Gouaire
,  Georges Grammat
,  Danielle Gratvol
,  Michele Grillon
,  Arlette Gérard
,  Catherine Hannoset
,  Bénédicte Harvut
,  Bruno Heurtin
,  Martine Janssens
,  Laurent Jennet
,  Bjørn Frank Jensen
,  Lysiane Jollivet
,  Patricia Jouhaud
,  Marie-Pierre Journet
,  Claude Lambert
,  Lin Larsen
,  Joëlle Le Rai
,  Michelle Le Rai
,  Chantal Ledret
,  Jean Lemense
,  Margot Lemoine
,  Sarah Mallinson
,  Therese Mallinson
,  Jean-Jacques Maquaire
,  Patrick Mate
,  Bob Maxfield
,  Jean-Claude Maître
,  Paulette Melloul
,  Valérie Meslier
,  Kamye Miessen
,  Lieve Miessen
,  Vivian Miessen
,  Alain Miquau
,  Agnes Misset
,  Claude Monfort
,  Lawrence Moorcroft
,  François Moret
,  Catherine Odet
,  Pascal Parantani
,  Emilie Pata Zenca
,  Yvon Perru
,  Ted Pettengell
,  Picha
,  Kaj Pindal
,  Michel Pisson
,  Fanny Poulard
,  Véronique Rapoport
,  Børge Ring
,  Jonathan Royce
, ...]",[],0.0,0.0,[],0,0.0,"[ Nick Barnard
,  Roy Budd
,  Lou De Prijck
,  Dave Hunt
,  David McNeil
]",125,0,169,0,5,1,181,127.0,2,0,"[ Boris Szulzinger
]",1,0.0,5.8,0.016,The Big Bang  ,"[ François Moret
,  Pascal Roulin
]",[],0,1,1987
28,Animate Film,"[ Tomoyuki Awabi
,  Mitsuru Fujii
,  Shujirou Hamakawa
,  Kôichi Hashimoto
,  Hiroki Hayashi
,  Rie Honda
,  Yukie Ishida
,  Satoshi Iwataki
,  Takahiro Kimura
,  Kazuchika Kise
,  Fumiko Kishi
,  Hiroyuki Kitakubo
,  Hiroko Kochiya
,  Toshimasa Kuwabara
,  Hiroko Matsuura
,  Reiko Mitsuoka
,  Tadao Miyamoto
,  Kazuaki Môri
,  Morifumi Naka
,  Hidemitsu Nakahara
,  Chizuko Nakamura
,  Yasuhiro Nishimura
,  Kiyoshi Noji
,  Mizue Ogawa
,  Masakazu Okada
,  Hiroyuki Okiura
,  Yurie Otsuki
,  Masami Ozone
,  Katsushi Sakurabi
,  Keiichi Sato
,  Yoshiharu Shimizu
,  Hisako Tanabe
,  Masahiro Tanaka
,  Moriyasu Taniguchi
,  Tomiko Tateyama
,  Hiroyuki Terada
,  Tomokazu Tokoro
,  Kôichi Usami
,  Satoru Utsunomiya
,  Yoriko Watanabe
,  Masahide Yanagisawa
,  Masashi Yanagishita
,  Tomonori Yokota
,  Tôru Yoshida
,  Hiroko Yoshimoto
,  Shin'ya Ôhira
,  Hiroshi Ôsaka
]","[ Masamune Shirow
]",0.0,0.0,[],0,0.0,[],47,1,74,0,0,5,571,47.0,0,2,"[ Makoto Asanuma
,  Matt Greenfield
,  Nagateru Kato
,  Tôru Miura
,  Shuuji Uchiyama
]",15,0.0,6.6,0.0,Black Magic M-66  ,[],"[ Masamune Shirow
,  Masamune Shirow
]",12,27,1987
29,Hyperion Pictures,"[ James Beihold
,  Chris Buck
,  Randy Cartwright
,  Chia-Liang Chen
,  Chiung-Tzu Chen
,  Sparky Chen
,  Yu Chengkuang
,  Hu Chengtsung
,  Kao Chienhua
,  Wang Chinping
,  Chen Chinsheng
,  Weng Chung
,  Yan Shuenn Fa
,  Tseng Fanhsi
,  Peng Fengtsu
,  Yang Yuan Fran
,  Ed Ghertner
,  Michael Giaimo
,  Hung Hanjung
,  Kirk Hanson
,  Dan Haskett
,  Tim Hauser
,  Glenn M. Higa
,  Yueh-Lan Ho
,  Hu Pei Hoi
,  Szu-Ko Hsaio
,  M.Y. Hsieh
,  Wu Hungpao
,  Skip Jones
,  Yae-Te Kao
,  John Lasseter
,  Yao Lichuan
,  Kevin Lima
,  Liao Lishu
,  Feng-chiao Liu
,  Rella Liu
,  Alex Mann
,  Brian McEntee
,  Kao Meiching
,  Sun Meichun
,  Hsieh Meifang
,  Hsieh Mingchuan
,  Rob Minkoff
,  Steve Moore
,  Wang Mulan
,  John Norton
,  Kendall O'Connor
,  Rebecca Rees
,  Kevin Richardson
,  Darrell Rooney
,  Steve Segal
,  Lin Shengpin
,  Kai Shihai
,  Hsiao Shihchu
,  Kai Shihnu
,  Chen Shuhua
,  Brigitte Strother
,  Hsinhung Sung
,  Chen Techen
,  Ann Telnaes
,  Chen Tien
,  Ho Tienyun
,  Frans Vischer
,  Chris Wahl
,  Stevan Wahl
,  Wenchong Wang
,  Tanya T. Wilson
,  Kirk Wise
,  Wei-Chang Wu
,  Bunis Yang
,  Su Yuanda
,  Ku Yuchen
,  Peng Yuchih
,  Chiu Yueheh
]","[ Alex Mann
,  Joe Ranft
,  Jerry Rees
,  Darrell Rooney
]",0.0,2.3,[],0,0.0,"[ Susie Allanson
,  Michael Dittrick
,  Brian F. Mars
,  Shawn Murphy
,  David Newman
,  Krystyna Newman
,  Van Dyke Parks
,  Tim Boyle
,  Shawn Murphy
,  Tom Villano
]",74,4,137,0,10,6,20160,76.0,2,6,"[ Willard Carroll
,  Donald Kushner
,  Peter Locke
,  Cleve Reinhard
,  James Wang
,  Thomas L. Wilhite
]",38,-2.3,7.3,0.027027027027,The Brave Little Toaster  ,"[ Mark Dindal
,  John Scheele
]","[ Thomas M. Disch
,  Jerry Rees
,  Joe Ranft
,  Jerry Rees
,  Joe Ranft
,  Brian McEntee
]",30,68,1987
30,Nelvana,"[ Rick Allen
,  Debra Armstrong
,  Willy Ashworth
,  Andy Bartlett
,  Charles E. Bastien
,  Scott Bennett
,  Jerry Benninger
,  Glen Binmore
,  Charles Bonifacio
,  Paul Bouchard
,  Carol Bradbury
,  Robin Budd
,  Ross Campbell
,  Marie Carter
,  Glenn Chadwick
,  Don Chrétien
,  John Laurence Collins
,  Rick Corrigan
,  Greg Court
,  Bob Cowan
,  Jeff Dickson
,  Sam Dixon
,  Shane Doyle
,  Tony Egizii
,  Mary Eklund
,  George Elliott
,  Stephen Fitch
,  John Flagg
,  Doug Flockhart
,  Gerry Fournier
,  Scott Glynn
,  Christopher Green
,  John Guertin
,  Faye Hamilton
,  Ken Hancock
,  Wendy Harrison
,  Lesley Headrick
,  John Hill
,  Michelle Houston
,  Gary Hurst
,  Tony Iacobelli
,  Woong Cheon Jang
,  Niall Johnston
,  Trevor Keen
,  Karen Kewell
,  Tom King
,  Alan Knappett
,  Chris Labonte
,  Royce Langford
,  Brian Lee
,  Beverly Lehman
,  Howard Lonn
,  Mary Lyons
,  Mark Marren
,  Dave Marshall
,  Rick Marshall
,  Barbara Massey
,  Armen Melkonian
,  Kathleen Melville
,  Tim O'Halloran
,  John Pagan
,  Irene Parkins
,  Dave Pemberton
,  Birgitta Pollanen
,  Clive Powsey
,  Debra Pugh
,  Ted Ravn
,  Lynn Reist
,  Robert Rivard
,  Rob Sadler
,  Genevieve Selby
,  Shawn Seles
,  Arna Selznick
,  David Simmons
,  Bob Smith
,  Ken Stephenson
,  Tony Tarantini
,  Jan Tillcock
,  Anthony Van Bruggen
,  John van Bruggen
,  Mike Volkhammer
,  Cynthia Ward
,  Steve Whitehouse
,  John Yee
,  Bill Zeats
]","[ Charles E. Bastien
,  Charles Bonifacio
,  Robin Budd
,  Alan Bunce
,  Ross Campbell
,  Eric Chu
,  Kim Cleary
,  Jim Craig
,  Sam Dixon
,  John Flagg
,  Wayne Gilbert
,  Raymond Jafelice
,  Tom Nesbitt
,  Arna Selznick
,  Anthony Van Bruggen
,  John van Bruggen
]",0.0,0.0,[],0,2.608,"[ Milton Barnes
,  David Greene
,  Gordon Kidd
,  Gene Martynec
,  Scott McCrorie
]",85,16,168,0,5,6,866,85.0,0,5,"[ Michael Hirsh
,  Stephen Hodgins
,  Lenora Hume
,  Patrick Loubert
,  Clive A. Smith
,  Heather Walker
]",53,2.608,5.6,0.0,The Care Bears Adventure in Wonderland  ,[],"[ Peter Sauder
,  Susan Snooks
,  John de Klein
,  Heather MacGillvray
,  Lewis Carroll
]",15,68,1987
31,Yoram Gross Films,"[ Jacques Muller
]",[],0.0,0.0,[],0,0.0,[],1,0,2,0,0,1,34,1.0,0,0,"[ Yoram Gross
]",11,0.0,6.5,0.0,Dot and the Smugglers  ,[],[],0,11,1987
32,Yoram Gross Films,[],[],0.0,0.0,[],0,0.0,[],0,0,4,0,0,1,27,0.0,0,1,"[ Yoram Gross
]",11,0.0,4.9,0.0,Dot Goes to Hollywood  ,[],"[ Rod Hay
]",2,13,1987
33,Bird Studios,"[ Tetsuo Anzai
,  Katsumi Aoshima
,  Sonomi Aramaki
,  Kunihiro Chida
,  Yukio Ebisawa
,  Hitoshi Ehara
,  Mako Fujioka
,  Yû Hagino
,  Kazuya Hisada
,  Kimiko Hoshino
,  Takeo Ide
,  Tomoya Iida
,  Mihoko Irie
,  Ryôko Kon'no
,  Yosuji Kudô
,  Eramine Kure
,  Minoru Maeda
,  Kiyomi Masuda
,  Michiko Masui
,  Akiko Matsumoto
,  Naoki Mishiba
,  Masako Misumi
,  Tatsuo Miura
,  Hitomi Mizunashi
,  Hiroshi Mochizuki
,  Mayumi Nakamura
,  Miyuki Nakamura
,  Katsuyoshi Nakatsuru
,  Hideaki Nishikawa
,  Taichirô Ohara
,  Teruhisa Ryû
,  Hiromi Saitô
,  Tetsurô Sano
,  Miyuki Satô
,  Wakako Satô
,  Hiroshige Sawai
,  Masahiro Shimanuki
,  Yasuyuki Shimizu
,  Yoriko Shirosu
,  Hatsue Suzuki
,  Misae Suzuki
,  Yasuko Suzuki
,  Tomekichi Takeuchi
,  Kahoko Tanahashi
,  Jun'ichi Taniguchi
,  Naoki Tate
,  Sachie Tsukagoshi
,  Masayuki Uchiyama
,  Miwako Ueda
,  Tomoko Ueki
,  Ikuyo Uemura
,  Takashi Yoshiike
,  Shinzô Yuki
,  Yôko Ôhori
]","[ Minoru Nakamura
,  Hiromitsu Shiozaki
]",0.0,0.0,[],0,0.0,[],54,2,84,0,0,2,1127,54.0,0,4,"[ Chiaki Imada
,  Keizô Shichijô
]",10,0.0,7.1,0.0,Dragon Ball: Sleeping Princess in Devil's Castle  ,[],"[ Akira Toriyama
,  Yoshifumi Yûki
,  Keiji Terui
,  Neil Bligh
]",8,18,1987
